state,date_installed,incentive_prog_names,type,size_kw,appraised,zipcode,install_type,installer,cost_per_watt,cost,lbnl_tts_version_year,lbnl_tts,city,utility_clean,tech_1,model1_clean,county,annual_PV_prod,annual_insolation,rebate,sales_tax_cost,tilt1,tracking_type,azimuth1,manuf2_clean,manuf3_clean,manuf1_clean,inv_man_clean,reported_annual_energy_prod,incentivetype,year_app_implied,year,npv_fit_real,application_implied,npv_pbi_real,other_incentive,appraised_cluster,inflation,other_incentive_real,zip_available,cust_city,pbi,pbi_real,pbi_length,application,fit_length,fit_rate,fit_payment,_3rdparty_implied,utility,install_price_real_w,install_price,installer_clean,manuf1_,inverter_reported,rebate_real,model1,_3rdparty,inv_model_reported,microinv_solarhub,bipv_3,bipv_2,bipv_1,sales_tax_rate,sales_tax_cost_real,bipv_all,thinfilm_all,china,sys_sizeac,pbi_rate,new_constr,effic_1,cust_county,tracking,inv_model_clean,mod_cost_real,inv_cost_real,bos_powerclerk_real,permitting_real,3rdparty,Filters=maxsize=30600&minsize=0&state=CA&zipcode=90020
CA,03/04/2014,Los Angeles Department of Water & Power,uir,3.92,,90020,residential,Verengo,5.0,19600.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,Poly,multiple matches,Los Angeles,5208.241104,4.712021351,1284.0,760.2435283,19.0,Fixed,,,,,,5568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,06/17/2014,Los Angeles Department of Water & Power,uir,8.64,,90020,residential,Am Green Solar & Electric,2.9828935185,25772.2,2016,true,Los Angeles,Los Angeles Department of Water & Power,Mono,SW 270 Mono,Los Angeles,13732.04707,5.626585007,2914.0,999.6504214,30.0,Fixed,180.0,,,,,14274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,02/07/2014,Los Angeles Department of Water & Power,uir,27.54,,90020,commercial,Ameri Tech Construction,,n/a,2016,true,Los Angeles,Los Angeles Department of Water & Power,Poly,SF160-24-P170,Los Angeles,23718.62665,3.096986055,13072.0,,38.0,Fixed,,,,,,30085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,02/12/2014,Los Angeles Department of Water & Power,uir,2.16,,90020,residential,Fidelity Home Energy,8.5648148148,18500.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,Mono,SW 270 Mono,Los Angeles,3335.685732,5.459322453,737.0,717.5767997,16.0,Fixed,180.0,,,,,3446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,08/26/2013,Los Angeles Department of Water & Power,uir,7.848,,90020,residential,Advanced Solar Electric,6.4303007136,50465.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,Mono,SPR-327NE-WHT-D,Los Angeles,11531.37335,5.194365978,7147.0,1950.990561,7.0,Fixed,165.0,SunPower,SunPower,SunPower,,12317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,09/23/2013,Los Angeles Department of Water & Power,uir,3.25,,90020,residential,Verengo,3.12,10140.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,Poly,TSM-250PA05.08,Los Angeles,4732.06665,5.14603281,4082.0,392.0151449,5.0,Fixed,180.0,,,,,4872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CA,10/09/2009,Los Angeles Department of Water & Power,uir,3.01,,90020,residential,Verengo,7.0,21070.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,,,Los Angeles,4732.161285,5.560623646,10202.4,1044.009009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,12/23/2014,Los Angeles Department of Water & Power,uir,26.84,,90020,commercial,American Solar Power,3.1063710879,83375.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,Poly,CS6X-305P,Los Angeles,40310.77386,5.307789326,16376.0,3233.94409,10.0,Fixed,180.0,Canadian Solar,Canadian Solar,Canadian Solar,,42839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,07/21/2014,Los Angeles Department of Water & Power,uir,3.06,true,90020,residential,SolarCity,5.1,15606.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,Poly,TSM-255PA05.18,Los Angeles,4570.19031,5.263398647,1023.0,605.3245154,30.0,Fixed,180.0,,,,,4663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CA,11/09/2010,Los Angeles Department of Water & Power,uir,4.86,,90020,residential,Aca Solar,9.5,46170.0,2016,true,Los Angeles,Los Angeles Department of Water & Power,,,Los Angeles,7640.632507,5.560623646,15707.52,2325.107914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
